#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
T     -1   -5   -2   -1   -5   -3   -1   -3   -2   -4   -2   -1   -3   -2   -2    2    7   -2   -8   -6    0 
V      1   -5   -5   -4   -1   -5   -4    4   -4    2    1   -2   -3   -3   -4   -4   -1    6   -4   -1    3 
W     -4   -9   -9    1    3   -6   -3   -3   -6   -1   -1  -11   -7    0   -5   -8   -7   -3   15    2   -8 
Y     -3   -3   -3   -5    4   -5    2   -2   -2   -2    0   -4   -4   -1   -3   -3   -4   -2    2   11   -3 
J      4   -2   -8   -8    0    0    2    0   -5    1    0    5   -1   -4   -4   -2    1    3   -5   -2   15 
U      2   19   -9   -9   -1   -2    0   -1   -6   -1   -1    3   -3   -5   -5   -3   -1    1   -5   -3   13 
>HaSOn 9
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -4   -1    0   -3    1   -4   -2   -3   -2   -1   -1   -1   -1   -3    4    2    0   -5   -1    3 
C     -4   23  -10   -7   -3   -5  -10   -8  -13   -6   -2  -14  -10   -8  -13  -14   -9   -6   -7   -7   -5 
D     -3   -6    9    1   -7   -2   -4   -7   -6   -7   -7    0   -3   -2   -7   -2   -4   -7   -6   -8   -7 
E     -2   -5    1    8   -6   -3   -4   -6   -4   -6   -4   -1   -2    1   -4   -4   -4   -5   -2   -8   -5 
F     -3   -3   -6   -7    9   -6   -1    1   -9    2    1   -5   -4   -6   -6   -5   -3    0    3    5   -1 
G     -1   -4   -4   -4   -8    8   -7   -8   -9   -7   -6   -5   -4   -4   -3    0   -2   -7  -10   -6   -4 
H     -3   -4   -2   -1   -2   -4   14   -5   -1   -4   -3    4   -3    5    1   -2   -3   -5   -5   -2    1 
I     -1   -7   -6   -4    0   -6   -2    7   -1    3    2   -1   -3   -3   -5   -2    0    4   -3   -1   -1 
K     -2   -8   -3    0   -6   -3   -5   -5   10   -5   -3   -3   -3   -1    0   -5   -6   -5   -3   -6   -4 
L     -2   -6   -4   -5    2   -6   -1    3   -3    7    4   -4   -4   -3   -2   -1   -1    2   -3    0   -1 
M      0   -3   -9   -1    1   -5   -3    3   -4    4    9   -2   -3    3   -3    0    0    1   -3    2    2 
N     -3   -9    1   -1   -6   -2    0   -6   -4   -6   -3    9   -3   -1   -4   -6   -4   -6   -9   -5   -5 
P     -3   -9   -6   -2   -7   -4   -3   -5   -8   -6   -5   -5   10   -4   -6   -8   -8   -5  -10   -8   -8 
Q     -2   -3   -1    2   -5   -3    0   -5   -1   -5   -1    1   -2    9   -2   -2   -5   -4   -6   -4   -5 
R     -3   -5   -4   -1   -6   -4   -1   -5    2   -5   -4   -3   -3    0   11   -4   -6   -5   -5   -6   -7 
S      0   -6   -1   -2   -6   -1   -5   -6   -4   -5   -3   -2   -1   -1   -7    6    3   -4   -9   -3   -1 
T     -1   -4   -1   -2   -5   -3   -6   -3   -4   -4   -2   -2   -2   -2   -3    2    6   -1  -10   -6   -2 
V      0   -4   -7   -2   -1   -5   -2    4   -3    1    1   -2   -3   -2   -4   -1    2    6   -5   -3    3 
W     -4   -8   -5   -4    3   -6   -6   -3  -10   -1    0   -6   -7    1   -5  -10   -7   -3   16    0   -9 
Y     -3   -3   -6   -4    4   -5    2   -2   -6   -1   -1    1   -4   -3   -4   -5   -3   -2    1   11   -1 
J      3   -2    1   -6    0   -1    3    0   -9    1    0   -6   -1    0    0    6    4    3   -7    3   16 
U      2   19   -1   -7   -1   -2    1   -1  -10   -1    0   -7   -3   -2   -2    4    2    1   -7    2   14 
>HaSoN 10
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -4   -5   -1   -3    1   -3   -2   -1   -2   -2   -3   -1   -1   -2    1   -1    0   -4   -5    3 
C     -4   23  -11  -13   -3   -5   -8   -8  -10   -6   -4  -11  -10   -8  -10   -9   -5   -6   -6   -7   -1 
D     -3   -6   10   -1   -7   -2   -3   -7   -2   -7   -9    4   -3    0   -3   -1   -1   -7   -7   -5   -2 
E     -2   -5    1   10   -6   -3   -2   -6    0   -6   -5    0   -2    3   -1   -3    0   -5   -6   -7   -7 
F     -3   -3   -9  -12    9   -6   -1    1   -5    2    2   -5   -4   -6   -5   -4   -6    0    4    7    1 
G     -1   -4   -4   -4   -8    8   -5   -8   -5   -7   -8   -4   -4   -2   -4   -2   -3   -7   -7   -9   -1 
H     -3   -4   -2   -3   -2   -4   12   -5   -1   -4    0    0   -3    0    1   -3    0   -5   -3   -2   -2 
I     -1   -7   -9   -8    0   -6   -2    7   -4    3    1   -1   -3   -3   -5   -6   -4    4   -3   -4    1 
K     -2   -8   -4   -5   -6   -3   -2   -5    8   -5   -4   -2   -3   -2    2   -4   -4   -5   -7   -7   -6 
L     -2   -6   -8   -6    2   -6   -4    3   -3    7    4   -4   -4   -5   -3   -4   -2    2   -1   -1   -1 
M      0   -3   -8   -8    1   -5   -2    3   -2    4   11    1   -3    1   -3   -1   -3    1    0   -2    0 
N     -3   -9    2   -3   -6   -2    1   -6   -2   -6   -2    8   -3    1   -2   -1   -2   -6   -7   -4   -4 
P     -3   -9   -7   -8   -7   -4   -3   -5   -4   -6   -5   -4   10   -5   -4   -1   -4   -5   -8   -8   -5 
Q     -2   -3    0    3   -5   -3    2   -5    1   -5   -1   -1   -2   10    0   -3   -4   -4   -4   -6   -4 
R     -3   -5   -3   -4   -6   -4    0   -5    4   -5   -5   -2   -3   -2   10   -3   -3   -5   -5   -4   -5 
S      0   -6   -2   -2   -6   -1   -1   -6   -2   -5   -3    0   -1   -4   -3    7    0   -4   -7   -5   -1 
T     -1   -4   -6   -2   -5   -3   -1   -3   -2   -4   -3   -1   -2   -2   -2    3    8   -1   -8   -6   -1 
V      0   -4   -6   -7   -1   -5   -4    4   -4    1    0   -5   -3   -4   -4   -3   -2    6   -4   -4    2 
W     -4   -8   -1    4    3   -6   -2   -3   -6   -1   -3   -9   -7   -4   -5   -6   -8   -3   15    1   -8 
Y     -3   -3   -4   -3    4   -5    1   -2   -3   -1    1   -1   -4   -1   -3    1   -5   -2    2   11   -2 
J      3   -2   -2  -12    0   -1    2    0   -6    1   -2   -2   -1   -4   -5   -1    6    3   -6   -3   14 
U      2   19   -4  -12   -1   -2    0   -1   -7   -1   -3   -3   -3   -5   -6   -3    4    1   -6   -4   13 
>HaSon 11
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -4   -4   -2   -3    1   -5   -2   -2   -2    0    0   -1    0   -3    4    2    0   -8   -2    4 
C     -4   23  -11  -12   -3   -5  -11   -8  -11   -6   -8  -10   -9   -7  -11    0   -7   -5  -13  -12   -3 
D     -2   -5   10   -1   -7   -2   -7   -7   -1   -7  -13    1   -2   -2   -2   -3   -3   -6  -10   -6   -6 
E     -2   -5    1    9   -6   -3   -3   -6    0   -5   -7   -1   -2    2   -1    0   -5   -4  -10   -5   -8 
F     -3   -2   -8   -6    9   -6    3    0   -3    2    3   -4   -5   -4   -7   -3   -8    0    5    5   -1 
G     -1   -4   -5   -7   -8    8   -9   -7   -5   -7  -11   -4   -4   -1   -5    0   -3   -6  -10   -6   -3 
H     -3   -4    0   -1   -1   -4   14   -5   -3   -4   -8    1   -3    3    0    0   -4   -4   -1   -1   -2 
I     -1   -7   -3   -6    0   -6   -2    7   -4    3    2   -4   -3    1   -4   -3    2    4   -4   -1   -1 
K     -2   -7   -4    1   -6   -3   -5   -5    8   -4   -7   -2   -2   -1    2   -5   -4   -4   -8   -9   -5 
L     -2   -6   -5   -4    2   -6   -3    3   -4    6    6   -4   -4   -3   -4   -3    0    2    1    0    0 
M      0   -3   -6   -2    1   -5   -2    3    0    4    9    1   -3    0   -2   -4    1    1    2    2    1 
N     -3   -8    0    1   -5   -2   -2   -6   -2   -5   -6    8   -3   -2   -1   -3   -4   -5   -9   -4   -4 
P     -2   -8   -7   -6   -6   -4   -7   -5   -5   -5  -11   -5   10   -3   -5   -3   -5   -5   -7   -5   -7 
Q     -2   -3   -5    0   -5   -3    2   -5    2   -4   -4    0   -2    8    0   -3   -6   -4   -7   -7   -6 
R     -2   -5   -4    1   -6   -3   -2   -5    4   -4   -7   -1   -3    0   10   -3   -5   -4   -9   -9   -6 
S      0   -6   -5   -2   -5   -1   -6   -5   -1   -5   -4    0   -1   -3   -3    6    0   -4  -11   -7   -1 
T     -1   -4   -3   -2   -5   -3   -4   -3   -4   -3   -2    1   -2   -2   -1    1    8   -1  -14   -4   -2 
V      0   -4   -8   -4   -1   -5   -5    4   -4    1    0   -2   -3   -2   -3   -1   -1    6   -3   -1    2 
W     -4   -8  -10   -9    3   -6    1   -3   -8   -1    2   -3   -7   -2   -2   -8  -10   -4   15    2   -8 
Y     -3   -3    1   -3    4   -5   -2   -2   -3   -1   -1   -4   -4   -2   -3   -5   -5   -2    2   10    0 
J      3   -1   -9  -11    0   -1   -1    0   -7    1   -5    2   -2    1   -6    4   -2    3   -6    4   15 
U      2   19  -10  -11   -1   -2   -2   -1   -8   -1   -6    0   -3   -1   -7    3   -3    1   -8    2   13 
>HasON 12
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -4   -3    0   -3    1   -2   -2   -1   -2   -1   -4   -1   -1   -2    3    1    0   -4   -3    3 
C     -4   23   -7   -9   -3   -5   -9   -8   -9   -6   -2  -14  -10   -8   -6  -14   -8   -6   -6    2   -5 
D     -3   -6   10    1   -7   -2   -3   -7   -2   -7   -8    1   -3   -1   -3   -1   -5   -7   -7   -5   -9 
E     -2   -5    0    8   -6   -3   -2   -6    0   -6   -4   -2   -2    3   -2   -2   -4   -5   -6   -6  -10 
F     -3   -3   -8   -7    9   -6   -1    1   -5    2    1   -3   -4   -6   -5   -5   -1    0    3    4    1 
G     -1   -4   -3   -3   -8    8   -5   -8   -4   -7   -6   -2   -4   -5   -4   -1   -6   -7   -7   -7   -3 
H     -3   -4   -3   -1   -2   -4   13   -5   -1   -4   -3    1   -3    3    1   -4   -1   -5   -4    1   -4 
I     -1   -7   -7   -4    0   -6   -5    7   -3    3    2   -6   -3    0   -5   -6   -1    4   -3    0    0 
K     -2   -8   -2    0   -6   -3   -3   -5    8   -5   -4   -1   -3    0    3   -5   -5   -5   -7   -9   -8 
L     -2   -6   -5   -5    2   -6   -4    3   -3    7    4   -5   -4   -3   -3   -4   -2    2   -1    2   -1 
M      0   -3   -8   -3    1   -5   -2    3   -2    4   10   -1   -3    2   -3   -5   -1    1   -1    3    1 
N     -3   -9    1   -1   -6   -2    1   -6   -2   -6   -3    9   -3   -1   -2   -2   -1   -6   -7   -7   -4 
P     -3   -9   -3   -3   -7   -4   -4   -5   -3   -6   -5   -5   10   -4   -4   -5   -5   -5   -8   -7   -4 
Q     -2   -3   -2    3   -5   -3    0   -5    1   -5   -1    3   -2    9    0   -5   -3   -4   -5   -6   -3 
R     -3   -5   -2   -1   -6   -4   -1   -5    4   -5   -4   -1   -3   -1   10   -6   -6   -5   -5   -3   -5 
S      0   -6   -2   -1   -6   -1   -3   -6   -2   -5   -4    1   -1   -3   -3    7    2   -4   -7   -6   -1 
T     -1   -4   -3   -1   -5   -3   -3   -3   -2   -4   -2   -1   -2   -3   -2    1    7   -1   -7   -4    2 
V      0   -4   -7   -3   -1   -5   -5    4   -4    1    1   -3   -3   -3   -4   -1    2    6   -3    1    4 
W     -4   -8   -7   -3    3   -6   -3   -3   -6   -1   -1  -10   -7   -4   -6  -11  -10   -3   15    4   -9 
Y     -3   -3   -5   -4    4   -5    3   -2   -2   -1    0   -5   -4   -4   -3   -5   -4   -2    2    9   -1 
J      3   -2   -6   -6    0   -1    2    0   -6    1    0    2   -1   -3   -4    0    6    3   -5   -5   13 
U      2   19   -6   -7   -1   -2    0   -1   -7   -1   -1    0   -3   -4   -4   -2    4    1   -6   -2   11 
>HasOn 13
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -4   -1    0   -3    1   -4   -2   -2   -2   -1   -1   -1   -2   -2    4    3    0   -3   -4    3 
C     -4   23   -9   -7   -3   -5   -9   -8  -11   -6   -2  -12   -9   -7   -9   -4  -15   -5  -12  -10   -8 
D     -2   -5   10    1   -7   -2   -4   -7   -2   -7   -7    0   -2   -3   -5   -6   -4   -6  -10   -7   -9 
E     -2   -5   -1    8   -6   -3    0   -6    1   -5   -4   -3   -2   -1   -5   -7   -5   -4   -6   -8  -11 
F     -3   -2   -8   -6    9   -6   -1    0   -6    2    1   -5   -5   -5   -3   -1   -1    0    4    4    1 
G     -1   -4   -5   -3   -8    8   -5   -7   -6   -7   -6   -3   -4   -6   -4    1   -3   -6   -9   -6   -6 
H     -3   -4   -4   -1   -1   -4   13   -5   -3   -4   -2    0   -3    1    2   -9   -5   -4   -4    0   -1 
I     -1   -7   -8   -5    0   -6   -6    7   -5    3    3    0   -3   -2   -4   -1    0    4   -1    1    1 
K     -2   -7   -3    1   -6   -3   -3   -5    9   -4   -4   -2   -2   -1    1   -5   -6   -4   -7   -5   -8 
L     -2   -6   -8   -4    2   -6   -5    3   -5    6    4   -2   -4    0   -5   -3    0    2   -1    2    3 
M      0   -3   -9   -3    1   -5   -4    3   -4    4    9    0   -3    1   -6    0    3    1   -1    5    0 
N     -3   -8    2    0   -5   -2   -1   -6   -3   -5   -4    8   -3   -3   -2   -4   -3   -5   -7   -7   -5 
P     -2   -8   -5   -2   -6   -4   -6   -5   -5   -5   -5   -4   10   -3   -5   -2   -6   -5   -7   -7  -10 
Q     -2   -3   -3    3   -5   -3    1   -5   -1   -4   -1   -1   -2    9   -1   -3   -4   -4   -2   -2   -7 
R     -2   -5   -4    0   -6   -3    2   -5    4   -4   -4   -1   -3    1   11   -4   -5   -4   -7  -10   -7 
S      0   -6   -3   -1   -5   -1   -5   -5   -4   -5   -4   -2   -1   -3   -4    5    0   -4  -11   -6   -3 
T     -1   -4   -4   -1   -5   -3   -3   -3   -4   -3   -2    0   -2   -2   -3    1    5   -1   -7   -8    1 
V      0   -4   -8   -3   -1   -5   -5    4   -6    1    1   -1   -3    1   -4   -1    2    6   -3   -3    2 
W     -4   -8   -8   -4    3   -6   -2   -3   -8   -1    0  -10   -7    1   -5   -8   -7   -4   15    4  -10 
Y     -3   -3   -6   -4    4   -5    2   -2    1   -1   -1    1   -4   -1   -5   -4   -1   -2    0   10   -3 
J      3   -1   -7   -6    0   -1    6    0   -7    1    1    3   -2   -4   -7    2    5    3  -11   -2   14 
U      2   19   -8   -6   -1   -2    4   -1   -8   -1    0    1   -3   -5   -8    1    3    1  -11   -4   12 
>HasoN 14
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -4   -4   -1   -3    1   -2   -2   -1   -2   -3   -2   -1   -1   -2    1   -1    0   -4   -3    2 
C     -4   23   -8   -9   -3   -5   -8   -8  -10   -6   -7  -10   -9   -7   -8   -8   -4   -5   -8   -6   -1 
D     -2   -5   10    1   -7   -2   -2   -7   -2   -7  -12    3   -2   -1   -3    0   -2   -6   -6   -6   -5 
E     -2   -5   -1    8   -6   -3   -1   -6    0   -5   -7    0   -2    2   -1   -2   -2   -4   -5   -4   -6 
F     -3   -2   -9   -7    9   -6    0    0   -6    2    0   -2   -5   -4   -5   -5   -4    0    4    5    0 
G     -1   -4   -5   -4   -8    8   -4   -7   -4   -7   -7   -2   -4   -3   -4    0   -3   -6   -7   -8   -2 
H     -3   -4   -4    0   -1   -4   12   -5   -1   -4   -7    1   -3    2    1    0   -3   -4   -3    1   -1 
I     -1   -7   -9   -1    0   -6   -4    7   -4    3    3   -4   -3   -4   -5   -4   -2    4   -3    0    0 
K     -2   -7   -4   -1   -6   -3   -2   -5    8   -4   -7   -1   -2    1    2   -2   -2   -4   -6   -6   -6 
L     -2   -6   -9   -4    2   -6   -4    3   -4    6    4   -4   -4   -4   -3   -4   -3    2   -1    1    0 
M      0   -3   -9   -3    1   -5   -1    3   -3    4   11   -2   -3    1   -3   -3   -2    1    0    2    0 
N     -3   -8    1   -1   -5   -2    2   -6   -1   -5   -4    8   -3   -1   -2    1   -1   -5   -7   -3   -3 
P     -2   -8   -5   -4   -6   -4   -3   -5   -3   -5   -6   -2   10   -3   -4   -1   -2   -5   -7   -7   -4 
Q     -2   -3   -4    2   -5   -3    1   -5    1   -4   -4    0   -2    9    1   -2   -2   -4   -4   -5   -3 
R     -2   -5   -5   -2   -6   -3    0   -5    4   -4   -4   -1   -3    0   10   -2   -3   -4   -5   -3   -5 
S      0   -6   -2   -2   -5   -1   -3   -5   -2   -5   -5    1   -1   -2   -2    6    2   -4   -7   -6   -1 
T     -1   -4   -4   -2   -5   -3   -2   -3   -2   -3   -1    0   -2   -1   -2    2    8   -1   -7   -5    0 
V      0   -4   -8   -2   -1   -5   -4    4   -4    1    2   -4   -3   -3   -4   -3   -1    6   -4   -3    2 
W     -4   -8    2   -4    3   -6   -2   -3   -6   -1    1   -8   -7   -3   -6   -6   -7   -4   15    1   -6 
Y     -3   -3   -6   -4    4   -5    2   -2   -3   -1   -2   -3   -4   -1   -3   -4   -4   -2    2   10   -2 
J      3   -1   -7   -7    0   -1    2    0   -6    1   -4   -1   -2   -2   -4    0    1    3   -6   -3   15 
U      2   19   -8   -8   -1   -2    1   -1   -7   -1   -5   -3   -3   -3   -5   -2    0    1   -7   -4   13 
>Hason 15
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      7   -5   -2   -1   -3    4   -4   -1   -1   -2   -1   -1    0    0   -2    2   -1    1   -3   -3    2 
C     -7   23   -7   -8  -10   -9   -8  -24   -9   -5  -14   -9  -16   -6   -8  -10   -4   -9   -1    0   -2 
D     -6   -9    8    1   -9   -5   -4  -11   -1  -10  -11    1   -7   -1   -2   -3   -5  -10  -11   -9   -5 
E     -7   -6    1    9  -10   -6   -2  -11    0  -10   -8    0   -3    2   -1   -4   -2   -8   -6   -7   -7 
F     -2   -6   -5   -7   10   -5    1    1   -6    3    2   -4   -4   -4   -5   -6    0    0    5    6    0 
G     -1   -4   -3   -4  -10    7   -6   -9   -4   -9   -8   -2   -5   -4   -3   -2   -4   -8  -10   -6   -3 
H     -6   -4   -2   -1   -3   -6   13   -5   -1   -5   -3    2   -1    2    1   -1   -3   -5   -4   -4   -1 
I     -1   -9   -2   -5    1   -5   -4    7   -4    3    3   -2   -1   -4   -5   -3    2    4   -2   -3    0 
K     -6   -9   -1    0  -10   -7   -3   -9    8  -10   -9   -1   -8    0    3   -2   -5  -10   -6   -9   -4 
L      0   -5   -2   -5    3   -5   -1    4   -3    7    5   -3   -3   -2   -3   -4    0    3    1    0    2 
M      0   -7   -7   -4    2   -3   -1    4   -3    5    9   -2    1    2   -3   -2    2    3    2    0   -1 
N     -6  -10    1   -1   -9   -5   -1   -8   -1   -8   -7    8   -4   -1   -2    1   -1   -7   -9   -3   -2 
P     -7  -12   -3   -3  -10   -4    0   -8   -3   -7   -6   -2   11   -1   -3   -2   -4   -7   -9   -7   -5 
Q     -5   -2   -1    2   -9   -3    3   -7    1   -8   -6    1   -4    8    1   -2   -4   -6   -7   -6   -2 
R     -4   -9   -3   -1   -9   -3    0   -9    4   -8   -8   -1   -7    0   10    3   -2   -8   -8   -5   -3 
S      0   -4   -2   -2   -6    0   -4   -7   -2   -7   -5    1   -1   -1   -2    6    2   -5  -12   -7   -2 
T     -2   -5   -3   -1   -6   -2   -4   -4   -2   -5   -4    0   -4   -1   -2    1    6   -2  -10   -2   -1 
V      1   -5   -3   -4   -1   -3   -3    4   -3    1    1   -4   -2   -3   -4   -3    1    6   -4   -3    3 
W     -4  -12   -6   -4    4   -7   -4   -4   -6   -1    0   -8   -5   -3   -5   -1  -10   -3   15    3   -6 
Y     -4   -4   -4   -4    3   -5    2   -2   -3   -1    0   -1   -4   -3   -3   -1   -6   -2    1   10   -2 
J      4   -5   -5   -6   -1    1    3    1   -6    2    3    2   -2   -2   -4   -2    4    4   -5   -1   13 
U      3   19   -6   -7   -2   -1    1   -1   -7    0    1    0   -4   -3   -5   -3    2    2   -3   -1   11 
>EASON 16
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      5   -7   -4   -2   -4    0   -2   -3   -1   -3   -2   -3   -2   -2   -2    0   -2   -1   -5   -3    2 
C     -9   22   -7   -5    0    0   -4   -5   -5   -8    1   -9   -9   -4   -3   -9   -4   -3   -4   -4   -1 
D     -2   -4    8    2   -6   -2   -2   -6   -1   -6   -7    2   -2   -1   -2   -1   -2   -5   -7   -5   -5 
E     -1   -2    1    7   -5   -3   -1   -4    1   -4   -2   -2   -1    2    0   -1   -1   -3   -6   -5   -6 
F     -3   -1   -6   -6    9   -6   -1    1   -4    1    1   -6   -5   -5   -5   -5   -3   -1    3    4    0 
G     -1   -4   -4   -3   -6    8   -3   -7   -3   -6   -5   -2   -4   -5   -4   -1   -4   -6   -5   -4   -2 
H     -2   -2   -2   -2    0   -2   12   -4    0   -3   -2   -1   -2    0    2   -2   -2   -3   -3    2    0 
I     -1   -5   -6   -4    1   -6   -4    7   -3    3    2   -1   -4   -6   -4   -1   -1    4   -3   -2    0 
K     -1   -5   -2    1   -4   -3   -1   -3    6   -3   -2   -2   -1    1    3   -2   -2   -3   -6   -5   -4 
L     -2   -8   -4   -5    1   -6   -4    2   -3    6    3   -3   -4   -4   -3   -5   -3    1   -2   -1   -1 
M     -1   -1   -8   -3   -1   -5   -2    1   -2    2   10    4   -6    1   -3   -3   -3    0   -2   -1    0 
N     -2   -4    3    2   -4   -2    2   -5    0   -4   -1    7   -2   -2   -1    1    0   -5   -6   -4   -3 
P     -1   -6    0   -3   -6   -4   -3   -5   -2   -5   -5   -5   10   -1   -3   -2    0   -5   -8   -3   -3 
Q     -1   -1   -2    3   -3   -2    1   -4    2   -3    1   -1   -1    9    1    0   -1   -3   -4   -4   -3 
R     -2   -3    1   -1   -5   -4    1   -4    4   -3   -3    0   -1    2    9    0    0   -3   -3   -4   -2 
S      1   -6   -1   -2   -4    0   -2   -5   -1   -4   -3    0    0   -1   -1    6    2   -3   -5   -3   -1 
T      0   -3    0    1   -3   -3   -1   -1    0   -2   -1    2    0   -1   -1    2    6    0   -7   -3    0 
V      1   -4   -3   -4    0   -4   -4    4   -3    2    1   -2   -3   -2   -3   -3    1    6   -3   -1    2 
W     -3   -5   -8   -5    3   -6   -3   -3   -5   -3   -1   -8   -8   -5   -3   -6   -7   -4   15    3   -5 
Y     -2   -3   -3   -2    5   -5    2   -1   -2   -1    0    1   -4   -2   -2   -2   -2   -2    3   10   -1 
J      2   -5   -7   -7    0   -1    2    0   -3    0   -2   -5   -1   -5   -3   -1    2    1   -4   -2   15 
U      0   18   -7   -6    0    0    0   -2   -4   -2   -1   -6   -3   -5   -3   -3    1    0   -4   -3   13 
>EASOn 17
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      5   -6   -1   -1   -4    0   -4   -3   -3   -3   -1   -2   -2   -3   -2    0   -3   -1   -4   -4    1 
C     -7   23   -8   -5    0   -1   -7   -6   -9   -8    1  -10   -8   -7  -10   -9    3   -4    7   -3   -3 
D     -2   -4    7    1   -6   -2   -4   -6   -2   -6   -6    1   -1   -1   -5    0   -4   -5   -7   -5   -6 
E     -1   -3    2    6   -5   -3   -3   -4   -2   -4   -2   -1   -1    2   -1    1    0   -3   -4   -4   -3 
F     -3   -1   -8   -7    9   -6    1    1   -6    1    0   -2   -5   -5   -2   -3   -2   -1    3    4    0 
G     -1   -4   -4   -4   -6    8   -4   -7   -2   -6   -5   -1   -3   -4   -7   -3   -3   -6   -6   -6   -2 
H     -2   -2   -3    0    0   -2   11   -4    3   -3   -2    3   -2   -1    4   -3   -3   -4   -3    1    1 
I     -2   -6   -4   -5    1   -6   -4    7   -2    3    2   -4   -4   -6   -3   -3    0    4   -4   -1   -1 
K     -1   -6    0    2   -5   -3    0   -4    7   -3   -2    1   -1    2    3   -2    0   -3   -7   -4    0 
L     -2   -7   -3   -6    1   -6   -4    3   -3    6    3   -4   -4   -2   -3   -2   -2    1   -3   -1    0 
M     -1   -1   -4   -2    0   -5   -3    2   -2    3    9   -4   -5   -3   -2    0   -2    0   -2   -1   -1 
N     -2   -5    2    0   -4   -1    1   -5   -2   -4   -2    5   -2   -2   -2   -1   -1   -5   -7   -4   -4 
P     -1   -6   -3   -1   -6   -3   -4   -5   -3   -4   -5   -3   10   -5   -3    0   -3   -4   -8   -2   -4 
Q     -1   -2    0    4   -3   -2    1   -4    2   -3    1    2   -1    9    0    2    3   -3   -5   -3   -4 
R     -2   -4   -2    3   -5   -4    1   -4    5   -3   -2    0   -2    3    9    0    0   -3   -4   -3    3 
S      1   -6    2   -1   -4    0    2   -5   -2   -4   -2    1   -1    1   -2    5    0   -3   -6   -4   -2 
T      0   -3    1    0   -4   -3    2   -1   -1   -2   -1    2   -1   -3    0    3    6    0   -8   -3    2 
V      1   -4   -3   -2    0   -4   -4    4   -2    2    1   -2   -3   -4    0   -2   -1    6   -4   -2    2 
W     -4   -5   -2   -7    3   -6   -7   -3   -2   -2   -1    2   -7   -7    2   -7   -3   -4   15    3   -6 
Y     -3   -3   -1   -5    5   -5    1   -1    0   -1    0   -2   -4   -2   -2   -5   -3   -2    2   10   -2 
J      2   -3   -8   -7    0   -1    1    0   -7    0   -1   -1   -2   -2   -2   -2    5    1   -4   -2   14 
U      0   18   -8   -6    0   -1   -1   -2   -8   -2    0   -2   -3   -3   -3   -4    5    0    3   -2   12 
>EASoN 18
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      5   -6   -3   -2   -4    0   -3   -3   -1   -3   -2   -4   -2   -2   -2   -1   -3   -1   -4   -4    2 
C     -7   23  -11   -6    0   -1   -5   -6   -6   -8    0  -10   -8   -4   -3   -9   -4   -4   -5   -5    0 
D     -2   -4    9    4   -6   -2   -1   -6   -1   -6   -7    5   -1   -2   -2   -2   -2   -5   -7   -5   -3 
E     -1   -3    1    7   -5   -3   -1   -4    2   -4   -1   -2   -1    3    0   -1   -2   -3   -6   -4   -5 
F     -3   -1   -8   -5    9   -6   -1    1   -4    1    1   -6   -5   -2   -5   -7   -6   -1    4    4   -1 
G     -1   -4   -3   -3   -6    8   -3   -7   -3   -6   -5   -2   -3   -4   -4    0   -5   -6   -5   -4   -2 
H     -2   -2   -4   -3    0   -2   11   -4    0   -3   -2    0   -2    5    2   -3   -3   -4   -2    0    0 
I     -2   -6   -6   -5    1   -6   -3    7   -3    3    2   -6   -4   -3   -4   -5   -4    4   -3    0    0 
K     -1   -6   -3    0   -5   -3    0   -4    6   -3   -3   -1   -1    1    3   -2    2   -3   -6   -4   -4 
L     -2   -7   -4   -5    1   -6   -4    3   -3    6    3   -4   -4   -3   -3   -7   -5    1   -2   -3   -1 
M     -1   -1  -12   -4    0   -5   -2    2   -2    3    9   -5   -5    1   -3   -5   -5    0   -1    1    0 
N     -2   -5    4   -1   -4   -1    2   -5    0   -4   -2    7   -2   -2   -1    0    3   -5   -6   -4   -3 
P     -1   -6   -2   -1   -6   -3   -1   -5   -2   -4   -5    0   10   -3   -2    0   -3   -4   -7   -1   -3 
Q     -1   -2   -3    2   -3   -2    1   -4    2   -3    1   -2   -1    7    2   -2   -2   -3   -4   -5   -3 
R     -2   -4   -5   -1   -5   -4    1   -4    3   -3   -1   -3   -2    1    8   -2   -2   -3   -3   -4   -3 
S      1   -6   -1   -2   -4    0   -1   -5   -1   -4   -3    0   -1    0   -1    7    3   -3   -5   -1   -1 
